09:30:00,66.32,1500,
09:30:00,66.31,300,
09:30:00,66.33,500,
09:30:00,66.33,500,
09:30:00,66.33,100,
09:30:00,66.33,100,
09:30:00,66.33,400,
09:30:00,66.33,300,
09:30:00,66.33,5000,
09:30:00,66.33,1168,
09:30:00,66.33,500,
09:30:00,66.33,300,
09:30:00,66.33,300,
09:30:00,66.33,2300,
09:30:00,66.34,2500,
09:30:00,66.34,500,
09:30:00,66.33,1700,
09:30:00,66.32,200,
09:30:00,66.33,100,
09:30:00,66.33,180,
09:30:00,66.34,800,
09:30:00,66.33,300,
09:30:00,66.34,700,
09:30:00,66.34,800,
09:30:01,66.34,200,
09:30:01,66.33,140,
09:30:01,66.33,1500,
09:30:01,66.33,114,
09:30:01,66.33,448,
09:30:01,66.33,6603,
09:30:01,66.33,600,
09:30:01,66.33,200,
09:30:01,66.33,120,
09:30:01,66.33,200,
09:30:01,66.33,100,
09:30:01,66.33,100,
09:30:01,66.33,300,
09:30:01,66.33,1500,
09:30:01,66.33,100,
09:30:01,66.33,4975,
09:30:01,66.33,763,
09:30:01,66.33,100,
09:30:01,66.33,200,
09:30:01,66.33,500,
09:30:01,66.33,1510,
09:30:01,66.33,500,
09:30:01,66.33,525,
09:30:01,66.33,320,
09:30:01,66.33,153,
09:30:01,66.33,500,
09:30:01,66.33,1000,
09:30:01,66.33,500,
09:30:01,66.33,150,
09:30:01,66.33,244,
09:30:01,66.33,174,
09:30:01,66.33,300,
09:30:01,66.33,22900,
09:30:01,66.33,150,
09:30:01,66.33,150,
09:30:01,66.33,1500,
09:30:01,66.33,300,
09:30:01,66.33,280,
09:30:01,66.33,575,
09:30:01,66.33,100,
09:30:01,66.33,575,
09:30:01,66.33,478,
09:30:01,66.33,150,
09:30:01,66.33,700,
09:30:01,66.33,100,
09:30:01,66.33,3000,
09:30:01,66.33,1000,
09:30:01,66.33,500,
09:30:01,66.33,500,
09:30:01,66.33,132,
09:30:01,66.33,200,
09:30:01,66.33,250,
09:30:01,66.33,100,
09:30:01,66.33,300,
09:30:01,66.33,115,
09:30:01,66.33,100,
09:30:01,66.33,100,
09:30:01,66.33,150,
09:30:01,66.33,500,
09:30:01,66.33,150,
09:30:01,66.33,200,
09:30:01,66.33,100,
09:30:01,66.33,300,
09:30:01,66.33,170,
09:30:01,66.33,120,
09:30:01,66.33,200,
09:30:01,66.33,200,
09:30:01,66.33,3500,
09:30:01,66.33,4200,
09:30:01,66.33,700,
09:30:01,66.33,200,
09:30:01,66.33,103,
09:30:01,66.33,120,
09:30:01,66.33,750,
09:30:01,66.33,100,
09:30:01,66.33,141,
09:30:01,66.33,200,
09:30:01,66.33,151,
09:30:01,66.33,125,
09:30:01,66.33,150,
09:30:01,66.33,300,
09:30:01,66.33,100,
09:30:01,66.33,394,
09:30:01,66.33,350,
09:30:01,66.33,800,
09:30:01,66.33,1200,
09:30:01,66.33,100,
09:30:01,66.33,150,
09:30:01,66.33,150,
09:30:01,66.33,104,
09:30:01,66.33,200,
09:30:01,66.33,500,
09:30:01,66.33,225,
09:30:01,66.33,100,
09:30:01,66.33,4800,
09:30:01,66.33,100,
09:30:01,66.33,250,
09:30:01,66.33,300,
09:30:01,66.33,150,
09:30:01,66.33,12400,
09:30:01,66.33,1290,
09:30:01,66.33,100,
09:30:01,66.33,1900,
09:30:01,66.33,400,
09:30:01,66.33,18700,
09:30:01,66.33,100,
09:30:01,66.33,500,
09:30:01,66.33,275,
09:30:01,66.33,1508,
09:30:01,66.33,200,
09:30:01,66.33,750,
09:30:01,66.33,100,
09:30:01,66.33,130,
09:30:01,66.33,150,
09:30:01,66.33,1000,
09:30:01,66.33,150,
09:30:01,66.33,100,
09:30:01,66.33,500,
09:30:01,66.33,1000,
09:30:01,66.33,100,
09:30:01,66.33,100,
09:30:01,66.33,380,
09:30:01,66.33,500,
09:30:01,66.33,500,
09:30:01,66.33,7000,
09:30:01,66.33,300,
09:30:01,66.33,10000,
09:30:01,66.33,200,
09:30:01,66.33,100,
09:30:01,66.33,600,
09:30:01,66.33,150,
09:30:01,66.33,1160,
09:30:01,66.33,600,
09:30:01,66.33,3405,
09:30:01,66.33,730,
09:30:01,66.33,730,
09:30:01,66.33,300,
09:30:01,66.33,1200,
09:30:01,66.33,2000,
09:30:01,66.33,567,
09:30:01,66.33,171,
09:30:01,66.33,400,
09:30:01,66.33,100,
09:30:01,66.33,2500,
09:30:01,66.33,845,
09:30:01,66.33,582,
09:30:01,66.33,450,
09:30:01,66.33,410,
09:30:01,66.33,364,
09:30:01,66.33,182,
09:30:01,66.33,23000,
09:30:01,66.33,208,
09:30:01,66.33,500,
09:30:01,66.33,300,
09:30:01,66.33,400,
09:30:01,66.33,300,
09:30:01,66.33,300,
09:30:01,66.33,300,
09:30:01,66.33,200,
09:30:01,66.33,100,
09:30:02,66.34,100,
09:30:02,66.33,100,
09:30:02,66.33,800,
09:30:02,66.32,300,
09:30:02,66.33,3800,
09:30:02,66.33,140,
09:30:02,66.33,100,
09:30:02,66.33,200,
09:30:02,66.33,200,
09:30:02,66.33,100,
09:30:02,66.33,1000,
09:30:02,66.33,1400,
09:30:02,66.32,100,
09:30:02,66.33,800,
09:30:02,66.33,100,
09:30:03,66.33,400,
09:30:03,66.33,100,
09:30:03,66.34,200,
09:30:03,66.33,400,
09:30:03,66.33,500,
09:30:03,66.33,200,
09:30:03,66.33,200,
09:30:03,66.33,200,
09:30:03,66.32,500,
09:30:03,66.32,200,
09:30:03,66.32,300,
09:30:03,66.32,200,
09:30:03,66.32,200,
09:30:03,66.32,900,
09:30:04,66.32,200,
09:30:04,66.31,800,
09:30:05,66.31,1000,
09:30:05,66.31,2000,
09:30:05,66.31,200,
09:30:05,66.31,300,
09:30:06,66.30,300,
09:30:06,66.31,222,
09:30:06,66.31,400,
09:30:06,66.30,200,
09:30:06,66.30,300,
09:30:06,66.30,300,
09:30:06,66.31,800,
09:30:06,66.31,700,
09:30:07,66.30,500,
09:30:07,66.30,100,
09:30:07,66.30,800,
09:30:07,66.30,6500,
09:30:07,66.30,500,
09:30:07,66.30,200,
09:30:07,66.30,400,
09:30:07,66.30,100,
09:30:07,66.30,7000,
09:30:07,66.30,1000,
09:30:07,66.30,300,
09:30:07,66.30,200,
09:30:07,66.30,300,
09:30:07,66.30,100,
09:30:07,66.30,100,
09:30:07,66.30,100,
09:30:07,66.30,500,
09:30:07,66.30,500,
09:30:07,66.30,200,
09:30:07,66.30,400,
09:30:07,66.30,200,
09:30:07,66.29,300,
09:30:07,66.30,200,
09:30:07,66.30,200,
09:30:07,66.30,100,
09:30:07,66.30,442,
09:30:07,66.30,100,
09:30:07,66.30,200,
09:30:07,66.30,800,
09:30:07,66.30,170,
09:30:07,66.30,1530,
